"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180320,2018-03-20,240741,CME ,00,240 ,   46789,     793,   36175,       0,   24930,    1543,     142,   13011,    3852,     296,    1032,    1389,       0,   40204,   43397,    6585,    3392,   -1889,      21,    2073,       0,     167,       0,     -99,    -411,   -3189,       0,    -935,     433,    -410,   -1667,   -1192,    -222,    -697,  100.0,    1.7,   77.3,    0.0,   53.3,    3.3,    0.3,   27.8,    8.2,    0.6,    2.2,    3.0,    0.0,   85.9,   92.8,   14.1,    7.2,     48,.,      5,      0,     19,.,      5,      9,      7,.,.,.,      0,     34,     20,    44.6,    75.2,    59.9,    85.6,    44.6,    75.2,    59.9,    85.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180313,2018-03-13,240741,CME ,00,240 ,   48678,     772,   34102,       0,   24763,    1543,     241,   13422,    7041,     296,    1967,     956,     410,   41871,   44589,    6807,    4089,  -17025,    -838,      45,   -5909,     219,       0,     122,   -4824,    5222,   -2757,   -1267,  -13095,      67,  -15187,  -16305,   -1838,    -720,  100.0,    1.6,   70.1,    0.0,   50.9,    3.2,    0.5,   27.6,   14.5,    0.6,    4.0,    2.0,    0.8,   86.0,   91.6,   14.0,    8.4,     51,.,      5,      0,     18,.,      5,      9,      9,.,      4,.,.,     35,     23,    45.4,    69.4,    59.1,    80.4,    45.4,    69.4,    59.1,    80.4,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180306,2018-03-06,240741,CME ,00,240 ,   65703,    1610,   34057,    5909,   24544,    1543,     119,   18246,    1819,    3053,    3234,   14051,     343,   57058,   60894,    8645,    4809,    9762,     450,       0,    5909,   -2018,      -8,       0,     979,      67,    2706,     -37,    -545,     280,    8269,    8409,    1493,    1353,  100.0,    2.5,   51.8,    9.0,   37.4,    2.3,    0.2,   27.8,    2.8,    4.6,    4.9,   21.4,    0.5,   86.8,   92.7,   13.2,    7.3,     53,.,      4,      4,     18,.,      4,     12,      5,      9,      6,.,.,     47,     24,    34.2,    77.5,    50.3,    86.3,    34.0,    71.5,    45.9,    77.3,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180227,2018-02-27,240741,CME ,00,240 ,   55941,    1160,   34057,       0,   26562,    1551,     119,   17267,    1752,     347,    3271,   14596,      63,   48789,   52485,    7152,    3456,    -543,     -82,      21,       0,      99,       0,      -5,     419,    -394,      51,    -180,    -488,      63,     365,    -752,    -908,     209,  100.0,    2.1,   60.9,    0.0,   47.5,    2.8,    0.2,   30.9,    3.1,    0.6,    5.8,   26.1,    0.1,   87.2,   93.8,   12.8,    6.2,     52,.,      4,      0,     19,.,      4,     13,      4,.,      5,.,.,     41,     18,    39.4,    83.9,    54.3,    90.2,    39.4,    83.9,    54.3,    90.0,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,240741,CME ,00,240 ,   56484,    1242,   34036,       0,   26463,    1551,     124,   16848,    2146,     296,    3451,   15084,       0,   48424,   53237,    8060,    3247,    1747,     -11,    1763,       0,    -966,     -23,      14,    2499,     -75,       0,     197,     129,     -61,    1672,    1747,      75,       0,  100.0,    2.2,   60.3,    0.0,   46.9,    2.7,    0.2,   29.8,    3.8,    0.5,    6.1,   26.7,    0.0,   85.7,   94.3,   14.3,    5.7,     50,.,      4,      0,     19,.,      4,     11,      4,.,      5,.,      0,     38,     17,    38.4,    83.1,    54.5,    89.8,    38.4,    83.1,    54.5,    89.8,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180213,2018-02-13,240741,CME ,00,240 ,   54737,    1253,   32273,       0,   27429,    1574,     110,   14349,    2221,     296,    3254,   14955,      61,   46752,   51490,    7985,    3247,    1146,     295,    1317,       0,    -388,     490,     -32,    1124,     511,     214,      27,   -1355,      18,    1258,    1163,    -112,     -17,  100.0,    2.3,   59.0,    0.0,   50.1,    2.9,    0.2,   26.2,    4.1,    0.5,    5.9,   27.3,    0.1,   85.4,   94.1,   14.6,    5.9,     52,.,      4,      0,     21,.,      5,      9,      7,.,      4,.,.,     38,     21,    39.2,    82.5,    54.8,    88.7,    39.2,    82.5,    54.8,    88.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180206,2018-02-06,240741,CME ,00,240 ,   53591,     958,   30956,       0,   27817,    1084,     142,   13225,    1710,      82,    3227,   16310,      43,   45494,   50327,    8097,    3264,    2863,       8,    2590,       0,    2658,     163,      -6,    1065,    -358,       0,     943,     230,      43,    4711,    2662,   -1848,     201,  100.0,    1.8,   57.8,    0.0,   51.9,    2.0,    0.3,   24.7,    3.2,    0.2,    6.0,   30.4,    0.1,   84.9,   93.9,   15.1,    6.1,     52,.,      4,      0,     21,.,      5,      8,      6,.,      5,      4,.,     39,     20,    39.2,    81.8,    54.9,    89.6,    39.2,    81.8,    54.9,    89.5,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180130,2018-01-30,240741,CME ,00,240 ,   50728,     950,   28366,       0,   25159,     921,     148,   12160,    2068,      82,    2284,   16080,       0,   40783,   47665,    9945,    3063,     764,     -41,    3200,       0,    -906,       0,     -85,     871,     -65,       0,     773,    -529,    -300,     312,    2221,     452,   -1457,  100.0,    1.9,   55.9,    0.0,   49.6,    1.8,    0.3,   24.0,    4.1,    0.2,    4.5,   31.7,    0.0,   80.4,   94.0,   19.6,    6.0,     48,.,      4,      0,     19,.,.,      9,      5,.,      4,      4,      0,     35,     17,    40.1,    81.3,    54.4,    89.1,    40.1,    81.3,    54.4,    89.1,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180123,2018-01-23,240741,CME ,00,240 ,   49964,     991,   25166,       0,   26065,     921,     233,   11289,    2133,      82,    1511,   16609,     300,   40471,   45444,    9493,    4520,    2766,     -93,     618,       0,     856,       0,      49,    1747,     372,      -1,      99,     482,     -58,    2599,    1462,     167,    1304,  100.0,    2.0,   50.4,    0.0,   52.2,    1.8,    0.5,   22.6,    4.3,    0.2,    3.0,   33.2,    0.6,   81.0,   91.0,   19.0,    9.0,     47,.,      4,      0,     19,.,      4,     10,      4,.,.,      4,.,     35,     18,    37.1,    76.2,    52.0,    84.6,    37.1,    76.2,    52.0,    84.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180116,2018-01-16,240741,CME ,00,240 ,   47198,    1084,   24548,       0,   25209,     921,     184,    9542,    1761,      83,    1412,   16127,     358,   37872,   43982,    9326,    3216,     878,     200,    2275,       0,    -540,       0,    -115,    1396,    -791,      -3,       0,    -213,    -151,     787,    1002,      91,    -124,  100.0,    2.3,   52.0,    0.0,   53.4,    2.0,    0.4,   20.2,    3.7,    0.2,    3.0,   34.2,    0.8,   80.2,   93.2,   19.8,    6.8,     47,.,      4,      0,     18,.,.,     12,.,.,.,      5,.,     36,     17,    37.5,    79.3,    51.3,    87.7,    37.5,    79.3,    51.3,    87.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180109,2018-01-09,240741,CME ,00,240 ,   46320,     884,   22273,       0,   25749,     921,     299,    8146,    2552,      86,    1412,   16340,     509,   37085,   42980,    9235,    3340,    5845,      50,       0,       0,    3795,    -391,     -50,    1004,   -1004,       4,       1,    7289,     241,    5045,    6089,     800,    -244,  100.0,    1.9,   48.1,    0.0,   55.6,    2.0,    0.6,   17.6,    5.5,    0.2,    3.0,   35.3,    1.1,   80.1,   92.8,   19.9,    7.2,     49,.,      4,      0,     18,.,      4,     10,      5,.,.,      7,.,     34,     22,    38.6,    76.2,    52.8,    84.3,    38.6,    76.2,    52.8,    83.9,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",180102,2018-01-02,240741,CME ,00,240 ,   40475,     834,   22273,       0,   21954,    1312,     349,    7142,    3556,      82,    1411,    9051,     268,   32040,   36891,    8435,    3584,    1360,    -124,       0,      -6,    1285,     -12,     -56,    -421,     678,       0,      35,     899,       0,     713,    1503,     647,    -143,  100.0,    2.1,   55.0,    0.0,   54.2,    3.2,    0.9,   17.6,    8.8,    0.2,    3.5,   22.4,    0.7,   79.2,   91.1,   20.8,    8.9,     46,.,      4,      0,     16,.,      5,      8,      6,.,.,      5,.,     32,     21,    36.3,    69.8,    51.8,    80.8,    36.3,    69.8,    51.8,    80.4,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181231,2018-12-31,240743,CME ,00,240 ,   61890,   13484,    6709,    1883,   16632,    4121,    2341,   16688,    5931,     656,    2446,    1519,       7,   54137,   23167,    7753,   38723,    1210,    3852,    -847,    -671,     -77,    -750,      33,   -1656,   -3548,    -121,     690,    -388,       6,    2056,   -6286,    -846,    7496,  100.0,   21.8,   10.8,    3.0,   26.9,    6.7,    3.8,   27.0,    9.6,    1.1,    4.0,    2.5,    0.0,   87.5,   37.4,   12.5,   62.6,     71,     15,      5,.,     16,      5,      8,     14,     11,      5,.,.,.,     52,     36,    34.6,    16.3,    47.9,    23.9,    31.5,    15.4,    43.1,    21.1,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181224,2018-12-24,240743,CME ,00,240 ,   60680,    9632,    7556,    2554,   16709,    4871,    2308,   18344,    9479,     777,    1756,    1907,       1,   52081,   29453,    8599,   31227,    6171,    3125,   -1700,     997,   -4826,   -1959,     390,    3439,    1434,      55,    1152,    -172,       1,    4333,    -954,    1838,    7125,  100.0,   15.9,   12.5,    4.2,   27.5,    8.0,    3.8,   30.2,   15.6,    1.3,    2.9,    3.1,    0.0,   85.8,   48.5,   14.2,   51.5,     73,     15,      6,.,     15,      6,      8,     13,     13,      7,.,.,.,     51,     41,    33.6,    19.0,    47.5,    28.3,    31.0,    19.0,    43.6,    26.2,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181218,2018-12-18,240743,CME ,00,240 ,   54509,    6507,    9256,    1557,   21535,    6830,    1918,   14905,    8045,     722,     604,    2079,       0,   47748,   30407,    6761,   24102,  -35794,   -3352,  -10998,   -1514,    -966,    1166,   -4169,   -5976,   -7959,   -3560,      84,    -336,   -1642,  -21095,  -29012,  -14699,   -6782,  100.0,   11.9,   17.0,    2.9,   39.5,   12.5,    3.5,   27.3,   14.8,    1.3,    1.1,    3.8,    0.0,   87.6,   55.8,   12.4,   44.2,     66,     12,      5,.,     16,      6,      8,      9,     14,      4,.,.,      0,     42,     37,    41.7,    26.4,    57.2,    36.2,    38.7,    26.0,    53.8,    34.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181211,2018-12-11,240743,CME ,00,240 ,   90303,    9859,   20254,    3071,   22501,    5664,    6087,   20881,   16004,    4282,     520,    2415,    1642,   68843,   59419,   21460,   30884,   22553,    1352,    -706,    1821,    -797,   -1790,    4885,     -28,    2470,    3006,      11,     328,    1440,   11690,   11454,   10863,   11099,  100.0,   10.9,   22.4,    3.4,   24.9,    6.3,    6.7,   23.1,   17.7,    4.7,    0.6,    2.7,    1.8,   76.2,   65.8,   23.8,   34.2,     84,     16,     10,      9,     16,      8,     10,     10,     19,     12,.,      4,.,     61,     56,    31.3,    21.6,    44.1,    34.3,    29.6,    20.4,    39.0,    28.2,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181204,2018-12-04,240743,CME ,00,240 ,   67750,    8507,   20960,    1250,   23298,    7454,    1202,   20909,   13534,    1276,     509,    2087,     202,   57153,   47965,   10597,   19785,    9226,     648,    4846,    -989,    3636,     775,   -1355,    3951,   -2032,     251,      13,     474,     202,    6357,    2172,    2869,    7054,  100.0,   12.6,   30.9,    1.8,   34.4,   11.0,    1.8,   30.9,   20.0,    1.9,    0.8,    3.1,    0.3,   84.4,   70.8,   15.6,   29.2,     72,     15,      9,.,     15,      5,      7,     10,     13,      8,.,      4,.,     51,     40,    40.3,    31.2,    52.5,    46.6,    39.0,    30.2,    51.2,    44.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181127,2018-11-27,240743,CME ,00,240 ,   58524,    7859,   16114,    2239,   19662,    6679,    2557,   16958,   15566,    1025,     496,    1613,       0,   50796,   45793,    7728,   12731,   -1319,   -1498,    1283,     426,     904,    -542,    -171,   -1463,   -1167,     691,    -308,     -38,     -25,   -1444,     457,     125,   -1776,  100.0,   13.4,   27.5,    3.8,   33.6,   11.4,    4.4,   29.0,   26.6,    1.8,    0.8,    2.8,    0.0,   86.8,   78.2,   13.2,   21.8,     73,     13,      9,      4,     17,      4,      8,     10,     17,      6,.,.,      0,     48,     43,    37.8,    34.1,    50.4,    46.2,    35.6,    32.6,    48.2,    44.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,240743,CME ,00,240 ,   59843,    9357,   14831,    1813,   18758,    7221,    2728,   18421,   16733,     334,     804,    1651,      25,   52240,   45336,    7603,   14507,      -2,    1157,     191,    -629,    -678,     932,     161,    -961,    3589,     -17,     282,    -128,      25,    -660,    4124,     658,   -4126,  100.0,   15.6,   24.8,    3.0,   31.3,   12.1,    4.6,   30.8,   28.0,    0.6,    1.3,    2.8,    0.0,   87.3,   75.8,   12.7,   24.2,     71,     15,      9,      4,     15,      5,      8,      8,     14,      5,.,.,.,     49,     40,    36.3,    31.7,    49.2,    44.8,    34.0,    30.4,    46.9,    42.8,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181113,2018-11-13,240743,CME ,00,240 ,   59845,    8200,   14640,    2442,   19436,    6289,    2567,   19382,   13144,     351,     522,    1779,       0,   52900,   41212,    6945,   18633,    1844,   -1466,   -1027,    1107,     297,    2908,      89,    2519,    1473,     -94,   -1000,     644,     -34,    1418,    5066,     426,   -3222,  100.0,   13.7,   24.5,    4.1,   32.5,   10.5,    4.3,   32.4,   22.0,    0.6,    0.9,    3.0,    0.0,   88.4,   68.9,   11.6,   31.1,     74,     14,     10,      4,     14,      5,      7,     13,     13,      7,.,.,      0,     52,     40,    37.6,    30.9,    50.1,    41.8,    36.3,    29.3,    48.8,    39.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181106,2018-11-06,240743,CME ,00,240 ,   58001,    9666,   15667,    1335,   19139,    3381,    2478,   16863,   11671,     445,    1522,    1135,      34,   51482,   36146,    6519,   21855,   -8077,   -8381,    5497,     891,     805,   -1968,      -9,   -1642,    -143,     244,     541,    -219,      34,   -7517,    4327,    -560,  -12404,  100.0,   16.7,   27.0,    2.3,   33.0,    5.8,    4.3,   29.1,   20.1,    0.8,    2.6,    2.0,    0.1,   88.8,   62.3,   11.2,   37.7,     69,     14,      9,.,     13,      5,      7,     11,     13,      6,.,.,.,     50,     36,    38.4,    27.8,    52.4,    38.4,    37.3,    26.1,    51.3,    36.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181030,2018-10-30,240743,CME ,00,240 ,   66078,   18047,   10170,     444,   18334,    5349,    2487,   18505,   11814,     201,     981,    1354,       0,   58999,   31819,    7079,   34259,    -845,    4239,    -186,     -18,   -3164,   -2340,      45,      31,    -911,      95,    -138,     204,       0,    1090,   -3111,   -1935,    2266,  100.0,   27.3,   15.4,    0.7,   27.7,    8.1,    3.8,   28.0,   17.9,    0.3,    1.5,    2.0,    0.0,   89.3,   48.2,   10.7,   51.8,     74,     14,      7,.,     14,      7,      8,     14,     14,      6,.,.,      0,     52,     39,    36.7,    18.0,    53.6,    26.7,    36.5,    18.0,    52.5,    26.3,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181023,2018-10-23,240743,CME ,00,240 ,   66923,   13808,   10356,     462,   21498,    7689,    2442,   18474,   12725,     106,    1119,    1150,       0,   57909,   34930,    9014,   31993,   -6180,     608,    -181,     175,   -3436,   -1310,    1029,   -3409,   -1354,    -531,   -1392,       0,       0,   -6956,   -2172,     776,   -4008,  100.0,   20.6,   15.5,    0.7,   32.1,   11.5,    3.6,   27.6,   19.0,    0.2,    1.7,    1.7,    0.0,   86.5,   52.2,   13.5,   47.8,     72,     12,      9,.,     15,      6,      6,     12,     16,      4,.,.,      0,     46,     39,    33.0,    23.4,    52.8,    30.8,    32.7,    23.4,    52.2,    30.6,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181016,2018-10-16,240743,CME ,00,240 ,   73103,   13200,   10537,     287,   24934,    8999,    1413,   21883,   14079,     637,    2511,    1150,       0,   64865,   37102,    8238,   36001,    7756,    5485,   -1882,     203,   -1611,    -155,    -221,    3539,   -3145,     510,    1017,    -295,       0,    8922,   -4985,   -1166,   12741,  100.0,   18.1,   14.4,    0.4,   34.1,   12.3,    1.9,   29.9,   19.3,    0.9,    3.4,    1.6,    0.0,   88.7,   50.8,   11.3,   49.2,     72,      9,     11,.,     15,      5,      6,     14,     15,      5,.,.,      0,     46,     39,    32.1,    23.5,    50.3,    30.9,    32.1,    23.5,    50.2,    30.6,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,240743,CME ,00,240 ,   65347,    7715,   12419,      84,   26545,    9154,    1634,   18344,   17224,     127,    1494,    1445,       0,   55943,   42087,    9404,   23260,   -6740,    2977,   -1259,    -827,   -2498,    -442,     167,   -5929,     920,    -377,    -611,     295,       0,   -7098,   -1523,     358,   -5217,  100.0,   11.8,   19.0,    0.1,   40.6,   14.0,    2.5,   28.1,   26.4,    0.2,    2.3,    2.2,    0.0,   85.6,   64.4,   14.4,   35.6,     70,      9,     11,.,     15,      7,      7,     13,     11,.,.,.,      0,     43,     38,    40.5,    29.6,    54.0,    41.2,    39.9,    29.6,    53.2,    41.2,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",181002,2018-10-02,240743,CME ,00,240 ,   72087,    4738,   13678,     911,   29043,    9596,    1467,   24273,   16304,     504,    2105,    1150,       0,   63041,   43610,    9046,   28477,    1665,     940,     372,     834,   -2248,    1306,     126,    2289,    7544,     328,    -479,    -200,       0,    1790,   10310,    -125,   -8645,  100.0,    6.6,   19.0,    1.3,   40.3,   13.3,    2.0,   33.7,   22.6,    0.7,    2.9,    1.6,    0.0,   87.5,   60.5,   12.5,   39.5,     74,      9,     11,.,     16,      8,      7,     14,     12,.,.,.,      0,     49,     38,    41.3,    29.6,    53.7,    40.0,    40.9,    29.6,    53.3,    40.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",180925,2018-09-25,240743,CME ,00,240 ,   70422,    3798,   13306,      77,   31291,    8290,    1341,   21984,    8760,     176,    2584,    1350,       0,   61251,   33300,    9171,   37122,    7446,     977,     970,    -950,    6136,    -720,    -595,    1483,   -1134,    -237,    -275,     -96,       0,    6539,   -2762,     907,   10208,  100.0,    5.4,   18.9,    0.1,   44.4,   11.8,    1.9,   31.2,   12.4,    0.2,    3.7,    1.9,    0.0,   87.0,   47.3,   13.0,   52.7,     72,      7,     11,.,     14,      7,      7,     17,     11,.,.,.,      0,     46,     37,    43.6,    21.5,    57.7,    30.0,    43.4,    21.5,    57.5,    30.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",180918,2018-09-18,240743,CME ,00,240 ,   62976,    2821,   12336,    1027,   25155,    9010,    1936,   20501,    9894,     413,    2859,    1446,       0,   54712,   36062,    8264,   26914,    -328,   -4380,   -2260,    -926,    4413,     231,    -308,    8239,    -945,   -3906,    2007,    -106,    -789,    4350,   -9009,   -4678,    8681,  100.0,    4.5,   19.6,    1.6,   39.9,   14.3,    3.1,   32.6,   15.7,    0.7,    4.5,    2.3,    0.0,   86.9,   57.3,   13.1,   42.7,     67,.,     10,.,     13,      7,      7,     15,     15,.,.,.,      0,     38,     41,    44.6,    27.2,    59.1,    35.4,    44.2,    25.6,    58.8,    33.8,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
